name	location	university	type	language
Philosophie	Kiel	Christian-Albrechts-Universität zu Kiel	Bachelor	Deutsch
Philosophie	Kiel	Christian-Albrechts-Universität zu Kiel	Bachelor	Deutsch
Philosophie	Mainz	Johannes Gutenberg-Universität Mainz	Bachelor	Deutsch
Philosophie	Würzburg	Julius-Maximilians-Universität Würzburg	Bachelor	Deutsch
Philosophie	Bamberg	Otto-Friedrich-Universität Bamberg	Bachelor	Deutsch
Philosophie	München	Ludwig-Maximilians-Universität München	Bachelor	Deutsch
Philosophie	Halle an der Saale	Martin-Luther-Universität Halle-Wittenberg	Bachelor	Deutsch
Philosophie	Augsburg	Universität Augsburg	Bachelor	Deutsch
Philosophie	Frankfurt am Main	Philosophisch-Theologische Hochschule Sankt Georgen Frankfurt am Main	Bachelor	Deutsch
Philosophie	Bonn	Rheinische Friedrich-Wilhelms-Universität Bonn	Bachelor	Deutsch
Philosophie	Kiel	Christian-Albrechts-Universität zu Kiel	Bachelor	Deutsch
Philosophie	München	Hochschule für Philosophie	Bachelor	Deutsch
Philosophie	Eichstätt	Katholische Universität Eichstätt - Ingolstadt	Bachelor	Deutsch
Philosophie	Köln	Universität zu Köln	Bachelor	Deutsch
Philosophie	Bielefeld	Universität Bielefeld	Bachelor	Deutsch
Philosophie	Flensburg	Europa-Universität Flensburg	Bachelor	Deutsch
Philosophie	Potsdam	Universität Potsdam	Bachelor	Deutsch
Philosophie	Bochum	Ruhr-Universität Bochum	Master	Deutsch
Philosophie	Konstanz	Universität Konstanz	Master	Deutsch
Philosophie	Greifswald	Universität Greifswald	Master	Deutsch
Philosophie	Bochum	Ruhr-Universität Bochum	Master	Deutsch
Philosophie	Marburg	Philipps-Universität Marburg	Magister (Masterstudiengang)	Deutsch
Philosophie	Düsseldorf	Heinrich-Heine-Universität Düsseldorf	Master	Deutsch
Philosophie	Bielefeld	Universität Bielefeld	Master	Deutsch
Philosophie	Bielefeld	Universität Bielefeld	Master	Deutsch
Philosophie	Bielefeld	Universität Bielefeld	Master	Deutsch
Philosophie	Hannover	Gottfried Wilhelm Leibniz Universität Hannover	Master	Deutsch
Philosophie	Stuttgart	Universität Stuttgart	Master	Deutsch
Philosophie	Regensburg	Universität Regensburg	Master	Deutsch
Philosophie	Darmstadt	Technische Universität Darmstadt	Master	Deutsch
Philosophie	Aachen	Rheinisch-Westfälische Technische Hochschule Aachen	Master	Deutsch
Philosophie	Münster	Westfälische Wilhelms-Universität Münster	Master	Deutsch
Philosophie	Oldenburg	Carl von Ossietzky Universität Oldenburg	Master	Deutsch
Philosophie	Berlin	Humboldt-Universität zu Berlin	Master	Deutsch
Philosophie	Potsdam	Universität Potsdam	Master	Deutsch
Philosophie	Köln	Universität zu Köln	Master	Deutsch
Philosophie	Oldenburg	Carl von Ossietzky Universität Oldenburg	Master	Deutsch
Philosophie	Dresden	Technische Universität Dresden	Master	Deutsch
Philosophie	Berlin	Freie Universität Berlin	Master	Deutsch
Philosophie	Essen	Universität Duisburg-Essen	Master	Deutsch
Philosophie	Leipzig	Universität Leipzig	Master	Deutsch
Philosophie	Kiel	Christian-Albrechts-Universität zu Kiel	Master	Deutsch
Philosophie	Kiel	Christian-Albrechts-Universität zu Kiel	Master	Deutsch
Philosophie	Freiburg	Albert-Ludwigs-Universität Freiburg im Breisgau	Master	Deutsch
Philosophie	Hamburg	Universität Hamburg	Master	Deutsch
Philosophie	Jena	Friedrich-Schiller-Universität Jena	Master	Deutsch
Philosophie	Mainz	Johannes Gutenberg-Universität Mainz	Master	Deutsch
Philosophie	Göttingen	Georg-August-Universität Göttingen	Master	Deutsch
Philosophie	Heidelberg	Ruprecht-Karls-Universität Heidelberg	Master	Deutsch
Philosophie	Tübingen	Eberhard Karls Universität Tübingen	Master	Deutsch
Philosophie	Saarbrücken	Universität des Saarlandes	Master	Deutsch
Philosophie	Bamberg	Otto-Friedrich-Universität Bamberg	Master	Deutsch
Philosophie	Erlangen	Friedrich-Alexander-Universität Erlangen-Nürnberg	Master	Deutsch
Philosophie	Halle an der Saale	Martin-Luther-Universität Halle-Wittenberg	Master	Deutsch
Philosophie	Eichstätt	Katholische Universität Eichstätt - Ingolstadt	Master	Deutsch
Philosophie	Mainz	Johannes Gutenberg-Universität Mainz	Master	Deutsch
Philosophie	Würzburg	Julius-Maximilians-Universität Würzburg	Master	Deutsch
Philosophie	München	Ludwig-Maximilians-Universität München	Master	Deutsch
Philosophie	Kiel	Christian-Albrechts-Universität zu Kiel	Master	Deutsch
Philosophie	Flensburg	Europa-Universität Flensburg	Master	Deutsch
Philosophie	Flensburg	Europa-Universität Flensburg	Master	Deutsch
Philosophie	Essen	Universität Duisburg-Essen	Master	Deutsch
Philosophie	Frankfurt am Main	Johann Wolfgang Goethe-Universität, Frankfurt am Main	Master	Deutsch
Philosophie	Bielefeld	Universität Bielefeld	Master	Deutsch
Philosophie	Bielefeld	Universität Bielefeld	Master	Deutsch
Philosophie	Paderborn	Universität Paderborn	Master	Deutsch
Philosophie	Flensburg	Europa-Universität Flensburg	Master	Deutsch
Philosophie	Flensburg	Europa-Universität Flensburg	Master	Deutsch
Philosophie	Wuppertal	Bergische Universität Wuppertal	Master	Deutsch
Philosophie	Hamburg	Universität Hamburg	Master	Deutsch
Philosophie	Gießen	Justus-Liebig-Universität Gießen	Master	Deutsch
Philosophie "Deutung - Wertung - Wissenschaft"	Augsburg	Universität Augsburg	Master	Deutsch
Philosophie (dt.-frz. Studiengang)	Mainz	Johannes Gutenberg-Universität Mainz	Bachelor	Deutsch
Philosophie (dt.-frz. Studiengang)	Mainz	Johannes Gutenberg-Universität Mainz	Bachelor	Deutsch
Philosophie (Ergänzungsfach, Kern-/Ergänzungsfach)	Siegen	Universität Siegen	Bachelor	Deutsch
Philosophie (Ergänzungsfach, Kern-/Ergänzungsfach)	Siegen	Universität Siegen	Master	Deutsch
Philosophie (Kernfach, Kern-/Ergänzungsfach)	Siegen	Universität Siegen	Bachelor	Deutsch
Philosophie (Kernfach, Kern-/Ergänzungsfach)	Siegen	Universität Siegen	Master	Deutsch
Philosophie (Kernfach, Zwei-Fach-Bachelor)	Siegen	Universität Siegen	Bachelor	Deutsch
Philosophie (Koblenz)	Mainz	Universität Koblenz-Landau	Bachelor	Deutsch
Philosophie (Landau)	Mainz	Universität Koblenz-Landau	Bachelor	Deutsch
Philosophie (Lehramt an Gymnasien)	Göttingen	Georg-August-Universität Göttingen	Master	Deutsch
Philosophie (lehramtsbezogen)	Berlin	Freie Universität Berlin	Bachelor	Deutsch
Philosophie (Nebenfach)	Lüneburg	Leuphana Universität Lüneburg	Bachelor	Deutsch
Philosophie (Sprache-Wissen-Handlung)	Erfurt	Universität Erfurt	Master	Deutsch
Philosophie - Kombinationsstudiengang Geschichts- und Kulturwissenschaften	Gießen	Justus-Liebig-Universität Gießen	Bachelor	Deutsch
Philosophie - Kombinationsstudiengang Geschichts- und Kulturwissenschaften	Gießen	Justus-Liebig-Universität Gießen	Master	Deutsch
Philosophie - Kombinationsstudiengang Sprache, Literatur, Kultur	Gießen	Justus-Liebig-Universität Gießen	Bachelor	Deutsch
Philosophie - Künste - Medien	Hildesheim	Universität Hildesheim	Bachelor	Deutsch
Philosophie - Philosophie im europäischen Kontext	Hagen	FernUniversität in Hagen	Master	Deutsch
Philosophie / Ethik	Saarbrücken	Universität des Saarlandes	Staatsexamen	Deutsch
Philosophie / Ethik	Saarbrücken	Universität des Saarlandes	Staatsexamen	Deutsch
Philosophie / Ethik	Saarbrücken	Universität des Saarlandes	Staatsexamen	Deutsch
Philosophie / Ethik	Karlsruhe	Karlsruher Institut für Technologie	Bachelor	Deutsch
Philosophie / Philosophie: imaginaire et rationalité (dt.-frz. Studiengang)	Mainz	Johannes Gutenberg-Universität Mainz	Master	Deutsch
Philosophie / Praktische Philosophie	Essen	Universität Duisburg-Essen	Bachelor	Deutsch
Philosophie / Praktische Philosophie	Paderborn	Universität Paderborn	Bachelor	Deutsch
Philosophie / Praktische Philosophie	Siegen	Universität Siegen	Bachelor	Deutsch
Philosophie / Praktische Philosophie	Siegen	Universität Siegen	Bachelor	Deutsch
Philosophie / Praktische Philosophie	Essen	Universität Duisburg-Essen	Master	Deutsch
Philosophie / Praktische Philosophie	Paderborn	Universität Paderborn	Master	Deutsch
Philosophie / Praktische Philosophie	Siegen	Universität Siegen	Master	Deutsch
Philosophie / Praktische Philosophie	Siegen	Universität Siegen	Master	Deutsch
Philosophie der Naturwissenschaften	Weilheim-Bierbronnen	Gustav-Siewerth-Akademie - Staatlich anerkannte wissenschaftliche Hochschule	Magister	Deutsch
Philosophie der Wissensformen	Kassel	Universität Kassel	Master	Deutsch
Philosophie des Geistes	Bielefeld	Universität Bielefeld	Bachelor	Deutsch
Philosophie des Sozialen	Rostock	Universität Rostock	Master	Deutsch
Philosophie des Sozialen	Rostock	Universität Rostock	Master	Deutsch
Philosophie Gymnasium und Gesamtschule	Dortmund	Technische Universität Dortmund	Bachelor	Deutsch
Philosophie Gymnasium und Gesamtschule	Dortmund	Technische Universität Dortmund	Master	Deutsch
Philosophie mit dem Schwerpunkt Metaphysik und Phänomenologie	Wuppertal	Bergische Universität Wuppertal	Master	Deutsch
Philosophie Politik Wirtschaft	München	Ludwig-Maximilians-Universität München	Master	Deutsch
Philosophie und Künste interkulturell	Hildesheim	Universität Hildesheim	Master	Deutsch
Philosophie und Politikwissenschaft (MAPP)	Dortmund	Technische Universität Dortmund	Master	Deutsch
Philosophie und Religion	Würzburg	Julius-Maximilians-Universität Würzburg	Bachelor	Deutsch
Philosophie und Religion	Würzburg	Julius-Maximilians-Universität Würzburg	Master	Deutsch
Philosophie, Antike	München	Ludwig-Maximilians-Universität München	Master	Deutsch
Philosophie, Politik und Ökonomik (PPÖ)	Witten	Private Universität Witten/Herdecke gGmbH	Bachelor	Deutsch
Philosophie, praktische	Münster	Westfälische Wilhelms-Universität Münster	Bachelor	Deutsch
Philosophie, praktische	Paderborn	Universität Paderborn	Bachelor	Deutsch
Philosophie, praktische	Essen	Universität Duisburg-Essen	Bachelor	Deutsch
Philosophie, praktische	Köln	Universität zu Köln	Bachelor	Deutsch
Philosophie, praktische	Paderborn	Universität Paderborn	Bachelor	Deutsch
Philosophie, praktische	Essen	Universität Duisburg-Essen	Master	Deutsch
Philosophie, praktische	Paderborn	Universität Paderborn	Master	Deutsch
Philosophie, praktische	Köln	Universität zu Köln	Master	Deutsch
Philosophie, praktische	Köln	Universität zu Köln	Master	Deutsch
Philosophie, praktische	Köln	Universität zu Köln	Master	Deutsch
Philosophie, praktische	Paderborn	Universität Paderborn	Master	Deutsch
Philosophie, Theoretische	München	Ludwig-Maximilians-Universität München	Master	Deutsch
Philosophie-Neurowissenschaften-Kognition	Magdeburg	Otto-von-Guericke-Universität Magdeburg	Bachelor	Deutsch
Philosophie-Neurowissenschaften-Kognition	Magdeburg	Otto-von-Guericke-Universität Magdeburg	Master	Deutsch
Philosophie/Ethik	Bamberg	Otto-Friedrich-Universität Bamberg	Staatsexamen	Deutsch
Philosophie/Ethik	Trier	Universität Trier	Bachelor	Deutsch
Philosophie/Ethik	Trier	Universität Trier	Master	Deutsch
Philosophie/Ethik	Trier	Universität Trier	Master	Deutsch
Philosophie/Ethik	Heidelberg	Ruprecht-Karls-Universität Heidelberg	Staatsexamen	Deutsch
Philosophie/Ethik	Konstanz	Universität Konstanz	Bachelor	Deutsch
Philosophie/Ethik	Mannheim	Universität Mannheim	Bachelor	Deutsch
Philosophie/Ethik	München	Ludwig-Maximilians-Universität München	Staatsexamen	Deutsch
Philosophie/Ethik	Regensburg	Universität Regensburg	Staatsexamen	Deutsch
Philosophie/Ethik	Tübingen	Eberhard Karls Universität Tübingen	Bachelor	Deutsch
Philosophie/Ethik	Stuttgart	Universität Stuttgart	Bachelor	Deutsch
Philosophie/Ethik	Würzburg	Julius-Maximilians-Universität Würzburg	Staatsexamen	Deutsch
Philosophie/Ethik	Passau	Universität Passau	Staatsexamen	Deutsch
Philosophie/Ethik	Berlin	Humboldt-Universität zu Berlin	Bachelor	Deutsch
Philosophie/Ethik	Mainz	Johannes Gutenberg-Universität Mainz	Bachelor	Deutsch
Philosophie/Ethik	Freiburg	Albert-Ludwigs-Universität Freiburg im Breisgau	Bachelor	Deutsch
Philosophie/Ethik	Berlin	Humboldt-Universität zu Berlin	Master	Deutsch
Philosophie/Ethik	Konstanz	Universität Konstanz	Master	Deutsch
Philosophie/Ethik	Stuttgart	Universität Stuttgart	Master	Deutsch
Philosophie/Ethik	Tübingen	Eberhard Karls Universität Tübingen	Master	Deutsch
Philosophie/Ethik	Heidelberg	Ruprecht-Karls-Universität Heidelberg	Master	Deutsch
Philosophie/Ethik	Freiburg	Albert-Ludwigs-Universität Freiburg im Breisgau	Master	Deutsch
Philosophie/Ethik (Koblenz, Lehramt Gymnasium)	Mainz	Universität Koblenz-Landau	Bachelor	Deutsch
Philosophie/Ethik (Koblenz, Lehramt Gymnasium)	Mainz	Universität Koblenz-Landau	Master	Deutsch
Philosophie/Ethik (Landau, Lehramt Gymnasium)	Mainz	Universität Koblenz-Landau	Bachelor	Deutsch
Philosophie/Ethik (Landau, Lehramt Gymnasium)	Mainz	Universität Koblenz-Landau	Master	Deutsch
Philosophie/Praktische Philosophie	Wuppertal	Bergische Universität Wuppertal	Master	Deutsch
Philosophie/Praktische Philosophie	Münster	Westfälische Wilhelms-Universität Münster	Master	Deutsch
Philosophie/Werte und Normen	Oldenburg	Carl von Ossietzky Universität Oldenburg	Bachelor	Deutsch
Philosophieren mit Kindern	Rostock	Universität Rostock	Staatsexamen	Deutsch
Philosophy & Economics	Bayreuth	Universität Bayreuth	Bachelor	Deutsch
Philosophy & Economics	Bayreuth	Universität Bayreuth	Master	Englisch
Philosophy of Science	Hannover	Gottfried Wilhelm Leibniz Universität Hannover	Master	Englisch
Philosophy of Social Innovation	Alfter	Alanus Hochschule	Master	Englisch
Philosophy, Arts and Social Entrepreneurship	Alfter	Alanus Hochschule	Bachelor	Deutsch
Philosophy, Politics and Economics	Düsseldorf	Heinrich-Heine-Universität Düsseldorf	Bachelor	Deutsch
Philosophy, Politics and Economics (PPE)	Witten	Private Universität Witten/Herdecke gGmbH	Master	Englisch
Phonetik	Trier	Universität Trier	Bachelor	Deutsch
Phonetik	Trier	Universität Trier	Master	Deutsch
Phonetik	Trier	Universität Trier	Master	Deutsch
Phonetik	Saarbrücken	Universität des Saarlandes	Bachelor	Deutsch
Phonetik und Sprachverarbeitung	München	Ludwig-Maximilians-Universität München	Bachelor	Deutsch
Phonetik und Sprachverarbeitung	München	Ludwig-Maximilians-Universität München	Master	Deutsch
Phonetik und Sprachverarbeitung mit Nebenfach	München	Ludwig-Maximilians-Universität München	Master	Deutsch
Photogrammetry and Geoinformatics	Stuttgart	Hochschule für Technik Stuttgart	Master	Englisch
Photography	Iserlohn	Hochschule für Angewandte Wissenschaften Europa - Iserlohn, Berlin, Hamburg	Bachelor	Englisch
Photography Studies and Practice	Essen	Folkwang Universität der Künste	Master	Deutsch
Photography Studies and Research	Essen	Folkwang Universität der Künste	Master	Deutsch
Photonic Engineering	Stuttgart	Universität Stuttgart	Master	Deutsch
Photonics	Wildau	Technische Hochschule Wildau	Master	Deutsch
Photonics	Jena	Friedrich-Schiller-Universität Jena	Master	Englisch
Photonik	München	Hochschule für angewandte Wissenschaften München	Master	Deutsch
Photonik	Münster	Fachhochschule Münster	Master	Deutsch
Photovoltaics Engineering Science	Köthen	Hochschule Anhalt - Anhalt University of Applied Sciences	Master	Englisch
Physical Activity and Health	Erlangen	Friedrich-Alexander-Universität Erlangen-Nürnberg	Master	Englisch
Physical Biology of Cells and Cell Interactions	Frankfurt am Main	Johann Wolfgang Goethe-Universität, Frankfurt am Main	Master	Englisch
Physical Engineering (AOS)	Aachen	Fachhochschule Aachen	Bachelor	Deutsch
Physical Engineering (Technik-Entwicklung)	Weingarten	Hochschule Ravensburg-Weingarten	Bachelor	Deutsch
Physical Geography: Environmental History	Bremen	Universität Bremen	Master	Englisch
Physical Theatre	Essen	Folkwang Universität der Künste	Abschlussprüfung	Deutsch
Physician Assistance	Berlin	Steinbeis-Hochschule Berlin	Bachelor	Deutsch
Physician Assistance	Köln	HSD Hochschule Döpfer	Bachelor	Deutsch
Physician Assistance	Bielefeld	Fachhochschule des Mittelstands (FHM)	Bachelor	Deutsch
Physician Assistance für Gesundheitsberufe	Idstein	Hochschule Fresenius	Bachelor	Deutsch
Physician Assistant	Berlin	Medical School Berlin - Hochschule für Gesundheit und Medizin (MSB)	Bachelor	Deutsch
Physician Assistant	Brühl	Europäische Fachhochschule Rhein/Erft, european university of applied sciences	Bachelor	Deutsch
Physician Assistant (Arztassistent/-in)	Stuttgart	Duale Hochschule Baden-Württemberg	Bachelor	Deutsch
Physics	Bremen	Jacobs University Bremen	Bachelor	Englisch
Physics	Stuttgart	Universität Stuttgart	Master	Englisch
Physics	Ulm	Universität Ulm	Master	Englisch
Physics	Göttingen	Georg-August-Universität Göttingen	Master	Deutsch
Physics	Erlangen	Friedrich-Alexander-Universität Erlangen-Nürnberg	Master	Englisch
Physics	Hannover	Gottfried Wilhelm Leibniz Universität Hannover	Master	Englisch
Physics (Applied and Engineering Physics)	München	Technische Universität München	Master	Englisch
Physics Fast Track	Heidelberg	Ruprecht-Karls-Universität Heidelberg	Master	Englisch
Physics M.Sc.	Hamburg	Universität Hamburg	Master	Deutsch
Physics of Life, Light, and Matter	Rostock	Universität Rostock	Master	Englisch
Physics of the Earth and Atmosphere	Köln	Universität zu Köln	Master	Deutsch
Physik	Magdeburg	Otto-von-Guericke-Universität Magdeburg	Bachelor	Deutsch
Physik	Weingarten	Pädagogische Hochschule Weingarten	Bachelor	Deutsch
Physik	Magdeburg	Otto-von-Guericke-Universität Magdeburg	Bachelor	Deutsch
Physik	Bonn	Rheinische Friedrich-Wilhelms-Universität Bonn	Master	Englisch
Physik	Wuppertal	Bergische Universität Wuppertal	Master	Deutsch
Physik	Wuppertal	Bergische Universität Wuppertal	Master	Deutsch
Physik	Berlin	Technische Universität Berlin	Bachelor	Deutsch
Physik	Berlin	Freie Universität Berlin	Bachelor	Deutsch
Physik	Heidelberg	Pädagogische Hochschule Heidelberg	Bachelor	Deutsch
Physik	Karlsruhe	Pädagogische Hochschule Karlsruhe	Bachelor	Deutsch
Physik	Ludwigsburg	Pädagogische Hochschule Ludwigsburg	Bachelor	Deutsch
Physik	Aachen	Rheinisch-Westfälische Technische Hochschule Aachen	Bachelor	Deutsch
Physik	Darmstadt	Technische Universität Darmstadt	Staatsexamen	Deutsch
Physik	Chemnitz	Technische Universität Chemnitz	Bachelor	Deutsch
Physik	Dresden	Technische Universität Dresden	Bachelor	Deutsch
Physik	München	Technische Universität München	Bachelor	Deutsch
Physik	Augsburg	Universität Augsburg	Staatsexamen	Deutsch
Physik	Bayreuth	Universität Bayreuth	Staatsexamen	Deutsch
Physik	Dortmund	Technische Universität Dortmund	Bachelor	Deutsch
Physik	Erlangen	Friedrich-Alexander-Universität Erlangen-Nürnberg	Staatsexamen	Deutsch
Physik	Erlangen	Friedrich-Alexander-Universität Erlangen-Nürnberg	Staatsexamen	Deutsch
Physik	Erlangen	Friedrich-Alexander-Universität Erlangen-Nürnberg	Staatsexamen	Deutsch
Physik	Erlangen	Friedrich-Alexander-Universität Erlangen-Nürnberg	Staatsexamen	Deutsch
Physik	Frankfurt am Main	Johann Wolfgang Goethe-Universität, Frankfurt am Main	Bachelor	Deutsch
Physik	Frankfurt am Main	Johann Wolfgang Goethe-Universität, Frankfurt am Main	Staatsexamen	Deutsch
Physik	Frankfurt am Main	Johann Wolfgang Goethe-Universität, Frankfurt am Main	Staatsexamen	Deutsch
Physik	Gießen	Justus-Liebig-Universität Gießen	Staatsexamen	Deutsch
Physik	Gießen	Justus-Liebig-Universität Gießen	Staatsexamen	Deutsch
Physik	Göttingen	Georg-August-Universität Göttingen	Bachelor	Deutsch
Physik	Halle an der Saale	Martin-Luther-Universität Halle-Wittenberg	Bachelor	Deutsch
Physik	Halle an der Saale	Martin-Luther-Universität Halle-Wittenberg	Staatsexamen	Deutsch
Physik	Halle an der Saale	Martin-Luther-Universität Halle-Wittenberg	Staatsexamen	Deutsch
Physik	Hamburg	Universität Hamburg	Bachelor	Deutsch
Physik	Hamburg	Universität Hamburg	Bachelor	Deutsch
Physik	Hamburg	Universität Hamburg	Bachelor	Deutsch
Physik	Hannover	Gottfried Wilhelm Leibniz Universität Hannover	Bachelor	Deutsch
Physik	Heidelberg	Ruprecht-Karls-Universität Heidelberg	Staatsexamen	Deutsch
Physik	Jena	Friedrich-Schiller-Universität Jena	Staatsexamen	Deutsch
Physik	Jena	Friedrich-Schiller-Universität Jena	Staatsexamen	Deutsch
Physik	Kaiserslautern	Technische Universität Kaiserslautern	Diplom	Deutsch
Physik	Kaiserslautern	Technische Universität Kaiserslautern	Bachelor	Deutsch
Physik	Karlsruhe	Karlsruher Institut für Technologie	Bachelor	Deutsch
Physik	Konstanz	Universität Konstanz	Bachelor	Deutsch
Physik	Marburg	Philipps-Universität Marburg	Staatsexamen	Deutsch
Physik	Köln	Universität zu Köln	Bachelor	Deutsch
Physik	München	Ludwig-Maximilians-Universität München	Staatsexamen	Deutsch
Physik	München	Ludwig-Maximilians-Universität München	Staatsexamen	Deutsch
Physik	München	Ludwig-Maximilians-Universität München	Staatsexamen	Deutsch
Physik	München	Ludwig-Maximilians-Universität München	Staatsexamen	Deutsch
Physik	Münster	Westfälische Wilhelms-Universität Münster	Bachelor	Deutsch
Physik	Regensburg	Universität Regensburg	Staatsexamen	Deutsch
Physik	Münster	Westfälische Wilhelms-Universität Münster	Bachelor	Deutsch
Physik	Regensburg	Universität Regensburg	Staatsexamen	Deutsch
Physik	Osnabrück	Universität Osnabrück	Bachelor	Deutsch
Physik	Regensburg	Universität Regensburg	Staatsexamen	Deutsch
Physik	Osnabrück	Universität Osnabrück	Bachelor	Deutsch
Physik	Regensburg	Universität Regensburg	Staatsexamen	Deutsch
Physik	Potsdam	Universität Potsdam	Bachelor	Deutsch
Physik	Saarbrücken	Universität des Saarlandes	Bachelor	Deutsch
Physik	Saarbrücken	Universität des Saarlandes	Staatsexamen	Deutsch
Physik	Rostock	Universität Rostock	Bachelor	Deutsch
Physik	Saarbrücken	Universität des Saarlandes	Staatsexamen	Deutsch
Physik	Saarbrücken	Universität des Saarlandes	Staatsexamen	Deutsch
Physik	Tübingen	Eberhard Karls Universität Tübingen	Bachelor	Deutsch
Physik	Stuttgart	Universität Stuttgart	Bachelor	Deutsch
Physik	Ulm	Universität Ulm	Bachelor	Deutsch
Physik	Würzburg	Julius-Maximilians-Universität Würzburg	Staatsexamen	Deutsch
Physik	Stuttgart	Universität Stuttgart	Bachelor	Deutsch
Physik	Würzburg	Julius-Maximilians-Universität Würzburg	Staatsexamen	Deutsch
Physik	Würzburg	Julius-Maximilians-Universität Würzburg	Staatsexamen	Deutsch
Physik	Würzburg	Julius-Maximilians-Universität Würzburg	Staatsexamen	Deutsch
Physik	Essen	Universität Duisburg-Essen	Bachelor	Deutsch
Physik	Essen	Universität Duisburg-Essen	Bachelor	Deutsch
Physik	Kassel	Universität Kassel	Bachelor	Deutsch
Physik	Essen	Universität Duisburg-Essen	Bachelor	Deutsch
Physik	Kassel	Universität Kassel	Staatsexamen	Deutsch
Physik	Kassel	Universität Kassel	Staatsexamen	Deutsch
Physik	Wuppertal	Bergische Universität Wuppertal	Bachelor	Deutsch
Physik	Wuppertal	Bergische Universität Wuppertal	Bachelor	Deutsch
Physik	Paderborn	Universität Paderborn	Bachelor	Deutsch
Physik	Cottbus	Brandenburgische Technische Universität Cottbus-Senftenberg	Bachelor	Deutsch
Physik	Paderborn	Universität Paderborn	Bachelor	Deutsch
Physik	Siegen	Universität Siegen	Bachelor	Deutsch
Physik	Siegen	Universität Siegen	Bachelor	Deutsch
Physik	Bonn	Rheinische Friedrich-Wilhelms-Universität Bonn	Master	Deutsch
Physik	Weingarten	Pädagogische Hochschule Weingarten	Master	Deutsch
Physik	Augsburg	Universität Augsburg	Staatsexamen	Deutsch
Physik	Augsburg	Universität Augsburg	Staatsexamen	Deutsch
Physik	Augsburg	Universität Augsburg	Staatsexamen	Deutsch
Physik	Leipzig	Universität Leipzig	Bachelor	Deutsch
Physik	Hamburg	Universität Hamburg	Bachelor	Deutsch
Physik	Hamburg	Universität Hamburg	Bachelor	Deutsch
Physik	Gießen	Justus-Liebig-Universität Gießen	Staatsexamen	Deutsch
Physik	Karlsruhe	Pädagogische Hochschule Karlsruhe	Bachelor	Deutsch
Physik	Ludwigsburg	Pädagogische Hochschule Ludwigsburg	Bachelor	Deutsch
Physik	Siegen	Universität Siegen	Bachelor	Deutsch
Physik	Paderborn	Universität Paderborn	Bachelor	Deutsch
Physik	Darmstadt	Technische Universität Darmstadt	Bachelor	Deutsch
Physik	Hannover	Gottfried Wilhelm Leibniz Universität Hannover	Bachelor	Deutsch
Physik	Bochum	Ruhr-Universität Bochum	Bachelor	Deutsch
Physik	Bochum	Ruhr-Universität Bochum	Bachelor	Deutsch
Physik	Braunschweig	Technische Universität Carolo-Wilhelmina zu Braunschweig	Bachelor	Deutsch
Physik	Münster	Westfälische Wilhelms-Universität Münster	Bachelor	Deutsch
Physik	Paderborn	Universität Paderborn	Bachelor	Deutsch
Physik	Braunschweig	Technische Universität Carolo-Wilhelmina zu Braunschweig	Bachelor	Deutsch
Physik	Oldenburg	Carl von Ossietzky Universität Oldenburg	Bachelor	Deutsch
Physik	Berlin	Humboldt-Universität zu Berlin	Bachelor	Deutsch
Physik	Osnabrück	Universität Osnabrück	Bachelor	Deutsch
Physik	Düsseldorf	Heinrich-Heine-Universität Düsseldorf	Bachelor	Deutsch
Physik	Marburg	Philipps-Universität Marburg	Bachelor	Deutsch
Physik	Hildesheim	Universität Hildesheim	Bachelor	Deutsch
Physik	Berlin	Humboldt-Universität zu Berlin	Bachelor	Deutsch
Physik	Bremen	Universität Bremen	Bachelor	Deutsch
Physik	Gießen	Justus-Liebig-Universität Gießen	Bachelor	Deutsch
Physik	Stuttgart	Universität Stuttgart	Bachelor	Deutsch
Physik	Greifswald	Universität Greifswald	Bachelor	Deutsch
Physik	Aachen	Rheinisch-Westfälische Technische Hochschule Aachen	Bachelor	Deutsch
Physik	Göttingen	Georg-August-Universität Göttingen	Bachelor	Deutsch
Physik	Bonn	Rheinische Friedrich-Wilhelms-Universität Bonn	Bachelor	Deutsch
Physik	Münster	Westfälische Wilhelms-Universität Münster	Bachelor	Deutsch
Physik	Osnabrück	Universität Osnabrück	Bachelor	Deutsch
Physik	Augsburg	Universität Augsburg	Bachelor	Deutsch
Physik	Ulm	Universität Ulm	Bachelor	Deutsch
Physik	Konstanz	Universität Konstanz	Bachelor	Deutsch
Physik	Heidelberg	Ruprecht-Karls-Universität Heidelberg	Bachelor	Deutsch
Physik	Jena	Friedrich-Schiller-Universität Jena	Bachelor	Deutsch
Physik	Regensburg	Universität Regensburg	Bachelor	Deutsch
Physik	Kiel	Christian-Albrechts-Universität zu Kiel	Bachelor	Deutsch
Physik	Kiel	Christian-Albrechts-Universität zu Kiel	Bachelor	Deutsch
Physik	Oldenburg	Carl von Ossietzky Universität Oldenburg	Bachelor	Deutsch
Physik	Bayreuth	Universität Bayreuth	Bachelor	Deutsch
Physik	Würzburg	Julius-Maximilians-Universität Würzburg	Bachelor	Deutsch
Physik	Erlangen	Friedrich-Alexander-Universität Erlangen-Nürnberg	Bachelor	Deutsch
Physik	München	Ludwig-Maximilians-Universität München	Bachelor	Deutsch
Physik	Mainz	Johannes Gutenberg-Universität Mainz	Bachelor	Deutsch
Physik	Mainz	Johannes Gutenberg-Universität Mainz	Bachelor	Deutsch
